MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,GENRE_LIST,Director,Actors
Shingeki no Bahamut: Genesis,2014,"Animation, Action, Fantasy",7.4,"
The story first starts off around Favaro Leone who is a bounty hunter, collecting money off of bounties he collects (demons). Favaro Leone soon runs into Amira who has no clue what is ...                See full summary »
",1346,24,,"['Animation', 'Action', 'Fantasy']",,"Tia Lynn Ballard, 
Brian Mathis, 
Kyle Phillips, 
Chris Rager"
Hai Sukoa Garu,2018,"Animation, Comedy, Romance",8.0,"
The funny and romantic misadventures of a couple of kids passionate about arcade games in 1991 Japan.",1662,25,,"['Animation', 'Comedy', 'Romance']",,"Kôhei Amasaki, 
Sayumi Suzushiro, 
Yûki Hirose, 
Satomi Arai"
Back With the Ex,2018,Reality-TV,6.2,"
Four Australian couples find out if they can rekindle their old romances.",567,50,,['Reality-TV'],,
Wilbur Wants to Kill Himself,2002,"Comedy, Drama, Romance",6.8,"
The chronically suicidal Wilbur and his good-hearted big brother Harbour are in their thirties, when their father dies, leaving them with nothing but a worn down second-hand bookshop in Glasgow.",7724,111,0.23,"['Comedy', 'Drama', 'Romance']",Lone Scherfig,"Jamie Sives, 
Adrian Rawlins, 
Shirley Henderson, 
Lisa McKinlay"
Puerta 7,2020,"Crime, Drama, Thriller",5.7,"
An unflinching exploration of Argentina's infamous soccer ""barra bravas,"" bare torso-ed soccer fans feared by the public and even police responsible for fatalities at soccer matches.",495,45,,"['Crime', 'Drama', 'Thriller']",,"Dolores Fonzi, 
Esteban Lamothe, 
Carlos Belloso, 
Juan Gil Navarro"
Juanita,,Drama,6.0,"
Fed up with her life, Juanita leaves her grown kids behind and hits the road in search of a fresh start.",2208,90,,['Drama'],Clark Johnson,"Alfre Woodard, 
Bonnie Johnson, 
Jordan Nia Elizabeth, 
Acoryé White"
El faro de las orcas,2016,"Biography, Drama, Romance",6.8,"
A mother with an autistic child travel from Spain to Argentina looking to help her son to connect with his emotions.",3646,110,,"['Biography', 'Drama', 'Romance']",Gerardo Olivares,"Maribel Verdú, 
Joaquín Furriel, 
Joaquín Rapalini, 
Ana Celentano"
Coin Heist,2017,"Crime, Drama, Romance",4.8,"
United by dire circumstances, four unlikely allies from a Philadelphia prep school - the hacker, the slacker, the athlete, and the perfect student - band together to attempt the impossible: steal from the U.S. Mint.",2543,97,,"['Crime', 'Drama', 'Romance']",Emily Hagins,"Alex Saxon, 
Alexis G. Zall, 
Sasha Pieterse, 
Jay Walker"
Let's Dance,,"Comedy, Drama, Family",6.0,"
Joseph, passionate dancer of hip-hop, refuses to enter the company of his father to try his luck in Paris. With his girlfriend Emma and his best friend Karim, he joins the Paris crew of ...                See full summary »
",1251,109,,"['Comedy', 'Drama', 'Family']",Ladislas Chollat,"Rayane Bensetti, 
Alexia Giordano, 
Guillaume de Tonquédec, 
Mehdi Kerkouche"
Unnatural Selection,2019,Documentary,8.0,"
DNA, the very essence of life, can now be altered. Not only by Harvard geneticists and multi-billion dollar corporations, but also by renegade biohackers working out of their garages.",1706,66,,['Documentary'],,"David Ishee, 
Jeffrey Kahn, 
Jackson Kennedy, 
Kevin Esvelt"
Chhota Bheem,2008,"Animation, Action, Adventure",4.3,"
Chhota Bheem is an Indian animated series adventures about a boy named Bheem and his friends in fictional village of Dholakpur.Bheem and his friends are usually involved in protecting the village from various evil forces.",672,15,,"['Animation', 'Action', 'Adventure']",,"Mausam, 
Rajesh Kava, 
Kaustav Ghosh, 
Julie Tejwani"
The Trial,2010,"Crime, Drama, Mystery",5.6,"
After the horrific death of his wife and two sons, suicide seems to be the only escape for a small town attorney, until he's assigned a capital punishment case that begins to transform his life.",1462,101,0.02,"['Crime', 'Drama', 'Mystery']",Gary Wheeler,"Larry Bagby, 
Clare Carey, 
Nikki Deloach, 
David Dwyer"
Kevin Hart: Don't F**k This Up,2019,Documentary,6.5,"
Comedian Kevin Hart reflects on the events from the past year that have shaped his life.",1866,30,,['Documentary'],,"Kevin Hart, 
Art Arreola, 
Dave Becky, 
Wayne Brown"
Grandmaster,2012,"Action, Thriller",7.0,"
A veteran cop chases a cold blooded serial killer, who murders his victims in alphabetical order.",2034,100,0.02,"['Action', 'Thriller']",B. Unnikrishnan,"Mohanlal, 
Priyamani, 
Babu Antony, 
Arjun Nandakumar"
The Devil and Father Amorth,2017,"Documentary, Horror",4.6,"
Father Gabriele Amorth performs his ninth exorcism on an Italian woman.",2202,68,0.02,"['Documentary', 'Horror']",William Friedkin,"William Friedkin, 
Jeffrey Burton Russell, 
Christina, 
Gabriele Amorth"
Requiem for the American Dream,2015,"Documentary, Biography, News",8.1,"
Renowned academic and author Noam Chomsky elucidates 10 principles of concentration of wealth and power that have led to unprecedented inequality and the hollowing out of the American middle class.",9193,73,0.13,"['Documentary', 'Biography', 'News']",,"Directors:
Peter D. Hutchison, 
Kelly Nyks, 
Jared P. Scott
| 
    
Noam Chomsky, 
Alan Greenspan, 
Malcolm X, 
Richard Nixon"
Mutants,2009,"Drama, Horror, Sci-Fi",5.6,"
In the middle of a zombie apocalypse, a resourceful couple hides out in an isolated abandoned building. The woman is pregnant and the man is infected, slowly transforming into the kind of inhuman monster they are trying to escape.",4007,95,,"['Drama', 'Horror', 'Sci-Fi']",David Morlet,"Hélène de Fougerolles, 
Francis Renaud, 
Dida Diafat, 
Marie-Sohna Condé"
Hwanghooui Poomkyeok,2018,Drama,6.6,"
Set in an alternate universe, in which Korea is a constitutional monarchy in 2018, Oh Sunny is a bright and vivacious musical actress who marries the emperor. She becomes involved in the ...                See full summary »
",443,60,,['Drama'],,"Jang Na-ra, 
Choi Jin-Hyuk, 
Seong-rok Sin, 
Elliya Lee"
Avicii: True Stories,2017,"Documentary, Biography, Music",7.6,"
Focuses on the incredible rise, fall and rebirth of one of the worlds most successful electronic music artists of all time, Avicii.",6482,97,,"['Documentary', 'Biography', 'Music']",Levan Tsikurishvili,"Salem Al Fakir, 
Avicii, 
Johan Bjerkelund, 
Aloe Blacc"
I Hear You,,"Comedy, Romance",7.3,"
An aloof violin maker strikes up a relationship with a sweet girl next door after they are unexpectedly cast in a reality-dating show.",454,60,,"['Comedy', 'Romance']",,"Lusi Zhao, 
Riley Wang, 
Gratitude Dai, 
Jiong Min Zhang"
They'll Love Me When I'm Dead,2018,Documentary,7.4,"
In the final fifteen years of the life of legendary director Orson Welles he pins his Hollywood comeback hopes on a film, The Other Side of the Wind, in itself a film about an aging film director trying to finish his last great movie.",4726,98,,['Documentary'],Morgan Neville,"Alan Cumming, 
Peter Bogdanovich, 
Oja Kodar, 
Orson Welles"
To Serve and Protect,1993,Crime,7.3,"
A Reality RCMP (Royals Canadian Mounted Police) Canadian Series (in vehicles not horses) in pursuit of criminal activity.",285,60,,['Crime'],,
A Jazzman's Blues,2022,Drama,7.1,"
Follows an investigation into an unsolved murder unveiling a story full of forbidden love, deceit and a secret.",,60,,['Drama'],Tyler Perry,"Ryan Eggold, 
Milauna Jackson, 
Amirah Vann, 
Lauren Buglioli"
Sei mai stata sulla luna?,2015,Comedy,6.0,"
A successful fashion journalist inherits a farm in the deep south of Italy. She goes there to sell it, but not all goes as planned.",1543,90,,['Comedy'],Paolo Genovese,"Raoul Bova, 
Liz Solari, 
Sergio Rubini, 
Nino Frassica"
The Forest of Love: Deep Cut,2020,"Crime, Drama, Horror",6.8,"
Nothing is as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.",311,40,,"['Crime', 'Drama', 'Horror']",,"Sumire Ashina, 
Kyoko Hinami, 
Eri Kamataki, 
Natsuki Kawamura"
Zambezia,2012,"Animation, Adventure, Comedy",5.8,"
Zambezia is a new feature film by Triggerfish Animation Studios about a young high-spirited falcon who journeys to the famed bird city of Zambezia.",6867,83,,"['Animation', 'Adventure', 'Comedy']",Wayne Thornley,"Leonard Nimoy, 
Jeremy Suarez, 
Abigail Breslin, 
Jeff Goldblum"
Bottom of the World,2017,"Drama, Mystery, Thriller",5.2,"
The mysterious disappearance of a young woman leads her boyfriend on a journey for truth and perhaps his own unknown reality in this dark, hypnotic mystery that transcends the limitations of traditional narrative.",4836,85,,"['Drama', 'Mystery', 'Thriller']",Richard Sears,"Jena Malone, 
Douglas Smith, 
Ted Levine, 
Tamara Duarte"
Particle Fever,2013,Documentary,7.4,"
As the Large Hadron Collider is about to be launched for the first time, physicists are on the cusp of the greatest scientific discovery of all time -- or perhaps their greatest failure.",7271,99,0.87,['Documentary'],Mark Levinson,"David Kaplan, 
Fabiola Gianotti, 
Sherwood Boehlert, 
Joel Hefley"
In Their Skin,2012,"Horror, Thriller",5.3,"
The Hughes' cottage vacation is violently interrupted by a family on a murderous and identity-stealing journey, in search of the ""perfect"" life.",5287,97,,"['Horror', 'Thriller']",Jeremy Power Regimbal,"Selma Blair, 
Joshua Close, 
James D'Arcy, 
Rachel Miner"
A Plastic Ocean,2016,Documentary,8.0,"
Journalist Craig Leeson teams up with diver Tanya Streeter and an international team of scientists and researchers, and they travel to twenty locations around the world over the next four years to explore the fragile state of our oceans.",2770,102,,['Documentary'],Craig Leeson,"David Attenborough, 
Sylvia Earle, 
Ben Fogle, 
Craig Leeson"
Bake Squad,2021,"Game-Show, Reality-TV",7.1,"
Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets.",,60,,"['Game-Show', 'Reality-TV']",,"Star:
Christina Tosi"
Everything Will be Fine,2021,"Comedy, Drama",7.1,"
A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.",,60,,"['Comedy', 'Drama']",,"Mercedes Hernández, 
Pierre Louis, 
Flavio Medina, 
Lucía Uribe"
Tom Segura: Ball Hog,,Comedy,7.3,"
Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams - and other things you'd rather not think about.",2378,70,,['Comedy'],Rami Hachache,
Milada,2017,"Biography, Drama, History",6.3,"
The story of Milada Horáková, democratic pre-WW2 Czech politician first arrested and tried by the Nazis during the War and then the post-war Communist government for her refusal to cease her opposition activity and leave the country.",1196,124,,"['Biography', 'Drama', 'History']",David Mrnka,"Ayelet Zurer, 
Robert Gant, 
Daniel Rchichev, 
Karina Rchichev"
Modo Avião,2020,"Comedy, Drama, Romance",5.0,"
Follows the young Ana, who studied fashion design dreaming of becoming a great stylist but dropped everything to become a digital influencer for a famous brand.",2306,96,,"['Comedy', 'Drama', 'Romance']",César Rodrigues,"Larissa Manoela, 
Erasmo Carlos, 
Katiuscia Canoro, 
André Luiz Frambach"
Interior Design Masters,2019,Game-Show,6.5,"
Interior designers compete for a life-changing design contract and opportunity to work with a prestigious commercial client.",1158,44,,['Game-Show'],,"Michelle Ogundehin, 
Fearne Cotton, 
Matthew Williamson, 
Laurence Llewelyn-Bowen"
Quantum Quest: A Cassini Space Odyssey,2010,"Animation, Adventure, Sci-Fi",5.2,"
Quantum Quest centers on the story of Dave, a young photon, who is forced out of the Sun on a journey of discovery. He must get to the Cassini Space Craft and save it from the forces of the...                See full summary »
",350,45,,"['Animation', 'Adventure', 'Sci-Fi']",,"Directors:
Harry 'Doc' Kloor, 
Daniel St. Pierre
| 
    
Chris Pine, 
Amanda Peet, 
Samuel L. Jackson, 
Hayden Christensen"
Sarah & Duck,2013,"Animation, Family",8.4,"
Sarah is a young British girl whose best friend happens to be a duck, named Duck. Everyday they embark on small adventures learning about the world as they go with the help of their friends...                See full summary »
",630,7,,"['Animation', 'Family']",,"Tasha Lawrence, 
Roger Allam, 
Andy Nyman, 
Tim O'Sullivan"
Long Nights Short Mornings,2016,"Drama, Romance",5.4,"
An examination of the romantic life of a young man in New York City and his sometimes fleeting, sometimes profound experiences with the women he encounters.",920,100,,"['Drama', 'Romance']",Chadd Harbold,"Shiloh Fernandez, 
Ella Rae Peck, 
Paten Hughes, 
Layla Khoshnoudi"
Tiny Creatures,2020,"Documentary, Short, Drama",4.9,"
Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.",1063,60,,"['Documentary', 'Short', 'Drama']",,"Mike Colter, 
Louis Labrom-Brown, 
Mark Amey, 
Kyle Harper"
Òlòturé,2019,"Crime, Drama",5.5,"
A journalist goes undercover as a prostitute to expose human trafficking but she only finds a world of exploited women and ruthless violence.",705,106,,"['Crime', 'Drama']",Kenneth Gyang,"Ada Ameh, 
Beverly Osu, 
Blossom Chukwujekwu, 
Bukola Oladipupo"
Poliziotto sprint,1977,"Action, Crime, Drama",6.4,"
A hot-shot police driver has more guts than brains, often landing him in hot water with his middle-aged mentor, who was once a legendary police interceptor responsible for numerous large scale arrests.",378,101,,"['Action', 'Crime', 'Drama']",Stelvio Massi,"Maurizio Merli, 
Giancarlo Sbragia, 
Angelo Infanti, 
Lilli Carati"
Fastest Car,2018,"Documentary, Reality-TV",7.2,"
In a quarter mile drag race, drivers of exotic supercars go up against sleeper cars built and modified by dedicated gearheads.",1192,45,,"['Documentary', 'Reality-TV']",,"Lisa Clark, 
Fabian Arroyo, 
Hannah Maloof, 
Sammy Maloof"
Murder to Mercy: The Cyntoia Brown Story,2020,Documentary,6.4,"
After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",2395,96,,['Documentary'],Daniel H. Birman,
Oh Baby...,2019,"Comedy, Drama, Fantasy",7.4,"
A seventy-year-old woman, Savitri aka 'Baby' gets a second chance to relive her youth when gets transported into the body of a 20-year-old girl and embarks on an exuberant journey of rediscovering herself.",2109,161,,"['Comedy', 'Drama', 'Fantasy']",B.V. Nandini Reddy,"Element, 
Lakshmi, 
Rajendra Prasad, 
Teja Sajja"
All Hail King Julien: Exiled,2017,"Animation, Short, Adventure",7.5,"
Julien's been dethroned and his kingdom is in trouble so now he has to fight his former brother Koto and free his subjects to get it back with help from his friends.",474,23,,"['Animation', 'Short', 'Adventure']",,"Danny Jacobs, 
Andy Richter, 
Kevin Michael Richardson, 
Jeff Bennett"
The Keeper,,"Action, Crime, Thriller",5.1,"
Roland Sallinger is an LA cop who after nearly being killed by his greedy partner, and eventually being forced to retire for medical reasons, flees to San Antonio, Texas, after being asked ...                See full summary »
",4397,94,,"['Action', 'Crime', 'Thriller']",Keoni Waxman,"Steven Seagal, 
Liezl Carstens, 
Arron Shiver, 
Johnnie Hector"
The Secrets of Emily Blair,2016,"Horror, Thriller",4.1,"
Desperate to save his fiancee from a demon that has possessed her soul, a man turns to his longtime priest for help.",1332,95,,"['Horror', 'Thriller']",Joseph P. Genier,"Ellen Hollman, 
Colm Meaney, 
Will Kemp, 
Francia Raisa"
Two Lovers and a Bear,2016,"Adventure, Drama, Romance",6.1,"
Set in a small town near the North Pole where roads lead to nowhere, the story follows Roman (DeHaan) and Lucy (Maslany), two burning souls who come together to make a leap for life and inner peace.",1823,96,,"['Adventure', 'Drama', 'Romance']",Kim Nguyen,"Tatiana Maslany, 
Dane DeHaan, 
Gordon Pinsent, 
Joel Gagne"
Upstate,,Comedy,7.1,"
Plot kept under wraps.",,60,,['Comedy'],,"Star:
Ryan Reynolds"
The Iliza Shlesinger Sketch Show,2020,Comedy,5.0,"
From the mind of Iliza Shlesinger comes a secret world filled with absurd characters, insight into the female experience, and irreverent yet poignant social commentary.",853,115,,['Comedy'],,"Iliza Shlesinger, 
Glo Tavarez, 
Kerry Coddett, 
Iliana Inocencio"
